Sample	Accession	bases_covered_1x	bases_covered_10x	Per_cov_1x	Per_cov_10x	Reads_mapped	Library_Size	Num_MM_reads	percent_MM	unique_reads	percent_mapped	Genome_Length	mean_depth_mapped	max_depth	median_depth	TPM	EffectiveLength	Salmon_TPM	Salmon_read_number	Sequence_length	Sequence_name	taxid	kingdom	phylum	class	order	family	genus	species	subspecies	strain
VML1_Vienna_S152725_trimmed_host_filtered_mapped	MF588717.1	1100	0	15.46	0	28	1788512	0	0	28	0.00156554722585032	7115	2.566	4	2	26.7495606776661	4654.901	12.085581	5	7115	Gammapapillomavirus 12 isolate Gamma12_w07c68b, complete genome	1513257	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 12	unclassified Gammapapillomavirus 12 subspecies/strain	unclassified Gammapapillomavirus 12 strain
VML1_Vienna_S152725_trimmed_host_filtered_mapped	MF588718.1	1225	5	17.15	0.07	38	1788512	0	0	38	0.00212467123508257	7142	3.048	11	2	36.1657334901217	4930.303	6.846335	3	7142	Gammapapillomavirus 12 isolate Gamma12_w11c13, complete genome	1513257	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 12	unclassified Gammapapillomavirus 12 subspecies/strain	unclassified Gammapapillomavirus 12 strain
VML1_Vienna_S152725_trimmed_host_filtered_mapped	MF588722.1	858	0	11.85	0	30	1788512	0	0	30	0.00167737202769677	7243	3.497	9	2	28.1537530159554	4588.106	22.081295	9.005	7243	Gammapapillomavirus 13 isolate Gamma13_HIVGc158, complete genome	1513258	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 13	unclassified Gammapapillomavirus 13 subspecies/strain	unclassified Gammapapillomavirus 13 strain
VML1_Vienna_S152725_trimmed_host_filtered_mapped	MF588725.1	1927	0	26.54	0	68	1788512	0	0	68	0.00380204326277934	7262	3.496	9	3	63.6482100910237	4418.67	12.732991	5.001	7262	Gammapapillomavirus 15 isolate Gamma15_w18c134, complete genome	1513260	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 15	unclassified Gammapapillomavirus 15 subspecies/strain	unclassified Gammapapillomavirus 15 strain
VML1_Vienna_S152725_trimmed_host_filtered_mapped	MF588726.1	967	0	13.32	0	30	1788512	0	0	30	0.00167737202769677	7262	3.129	6	3	28.0800926872164	4483.334	5.01937	2	7262	Gammapapillomavirus 15 isolate Gamma15_w20c10a, complete genome	1513260	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 15	unclassified Gammapapillomavirus 15 subspecies/strain	unclassified Gammapapillomavirus 15 strain
VML1_Vienna_S152725_trimmed_host_filtered_mapped	MF588729.1	1683	3	22.93	0.04	51	1788512	0	0	51	0.0028515324470845	7339	3.031	10	2	47.235314928568	4577.737	12.289846	5	7339	Gammapapillomavirus 18 isolate Gamma18_EV03c188, complete genome	1513263	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 18	unclassified Gammapapillomavirus 18 subspecies/strain	unclassified Gammapapillomavirus 18 strain
VML1_Vienna_S152725_trimmed_host_filtered_mapped	MF588731.1	1340	0	18.52	0	32	1788512	0	0	32	0.00178919682954322	7236	2.393	6	2	30.0597211121526	4474.319	2.514742	1	7236	Gammapapillomavirus 18 isolate Gamma18_w34c34a, complete genome	1513263	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 18	unclassified Gammapapillomavirus 18 subspecies/strain	unclassified Gammapapillomavirus 18 strain
VML1_Vienna_S152725_trimmed_host_filtered_mapped	MF588739.1	1100	67	15.15	0.92	46	1788512	0	0	46	0.00257197044246838	7260	4.196	12	3	43.0680033165748	4927.602	4.566762	2	7260	Gammapapillomavirus 22 isolate Gamma22_TVMBSWc141, complete genome	1961679	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 22	unclassified Gammapapillomavirus 22 subspecies/strain	unclassified Gammapapillomavirus 22 strain
VML1_Vienna_S152725_trimmed_host_filtered_mapped	MF588742.1	1227	2	17.01	0.03	41	1788512	0	0	41	0.00229240843785225	7214	3.359	10	3	38.6314710141261	4782.328	11.763936	5	7214	Gammapapillomavirus 22 isolate Gamma22_w20c08a, complete genome	1961679	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 22	unclassified Gammapapillomavirus 22 subspecies/strain	unclassified Gammapapillomavirus 22 strain
VML1_Vienna_S152725_trimmed_host_filtered_mapped	MF588745.1	916	0	12.73	0	20	1788512	0	0	20	0.00111824801846451	7193	2.194	4	2	18.8996369706256	4643.807	21.81441	9.004	7193	Gammapapillomavirus 23 isolate Gamma23_m090c10, complete genome	1961680	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 23	unclassified Gammapapillomavirus 23 subspecies/strain	unclassified Gammapapillomavirus 23 strain
VML1_Vienna_S152725_trimmed_host_filtered_mapped	MF588756.1	1538	0	21.27	0	44	1788512	0	0	44	0.00246014564062192	7230	2.718	6	2	41.3664170408523	4336.179	12.974669	5.001	7230	Gammapapillomavirus sp. isolate GammaiDysk6_wg1c05, complete genome	2049444	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus sp.	unclassified Gammapapillomavirus sp. subspecies/strain	unclassified Gammapapillomavirus sp. strain
VML1_Vienna_S152725_trimmed_host_filtered_mapped	MF684776.1	4939	1876	72.6	27.58	1892	1788512	899	47.5158562367865	993	0.105786262546743	6803	21.021	404	6	1890.40208640755	4696.848	1639.626908	684.483	6803	Human astrovirus 5 isolate 2013/Fuzhou/85, complete genome	35741	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 1	Human astrovirus 5	Human astrovirus 5
VML1_Vienna_S152725_trimmed_host_filtered_mapped	MF775367.1	1205	0	16.86	0	35	1788512	0	0	35	0.00195693403231289	7146	2.918	6	2	33.2918983035254	4985.159	20.316581	9.002	7146	Rhinovirus C53 strain USA/2015-20994, complete genome	2032983	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Rhinovirus C	rhinovirus C53	rhinovirus C53
VML1_Vienna_S152725_trimmed_host_filtered_mapped	MF898328.1	2360	0	1.89	0	108	1788512	73	67.5925925925926	35	0.00603853929970836	125095	2.613	6	2	5.86836787353959	110988.239	3.548082	35.001	125095	Human alphaherpesvirus 3 strain Baike, complete genome	10335	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Human alphaherpesvirus 3	unclassified Human alphaherpesvirus 3 subspecies/strain	unclassified Human alphaherpesvirus 3 strain
VML1_Vienna_S152725_trimmed_host_filtered_mapped	MF944258.1	7470	7466	99.81	99.76	26257	1788512	21	0.0799786723540389	26236	1.46809191104113	7484	346.775	2909	154	23847.6095321753	5857.382	24351.733552	12677.809	7484	Sapovirus sp. strain 20151018, complete genome	1906670	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapovirus sp.	unclassified Sapovirus sp. subspecies/strain	unclassified Sapovirus sp. strain
VML1_Vienna_S152725_trimmed_host_filtered_mapped	MF947441.1	8210	8047	99.59	97.61	5241	1788512	62	1.18298034726197	5179	0.293036893238625	8244	62.116	266	57	4321.25309335523	10870.858	2926.085942	2827.234	8244	Kobuvirus sp. strain 16317x87 polyprotein gene, complete cds	2094719	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Kobuvirus	Kobuvirus sp.	unclassified Kobuvirus sp. subspecies/strain	unclassified Kobuvirus sp. strain
VML1_Vienna_S152725_trimmed_host_filtered_mapped	MG012443.1	1259	196	16.94	2.64	83	1788512	30	36.144578313253	53	0.00464072927662772	7430	4.821	16	4	75.9316444452621	5208.198	51.292227	23.744	7430	Sapovirus GI.6 strain Hu/US/2015/GI.6/Nashville9367 ORF1 polyprotein and ORF2 protein genes, complete cds	1697444	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus GI.6	Sapovirus GI.6
VML1_Vienna_S152725_trimmed_host_filtered_mapped	MG012444.1	4399	649	58.79	8.67	275	1788512	68	24.7272727272727	207	0.015375910253887	7483	5.03	22	4	249.798873450957	6291.242	101.159951	56.566	7483	Sapovirus GII.1 strain Hu/US/2015/GII.1/Nashville9343 ORF1 polyprotein and ORF2 protein genes, complete cds	1398548	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus GII.1	Sapovirus GII.1
VML1_Vienna_S152725_trimmed_host_filtered_mapped	MG012446.1	2598	1269	35.12	17.15	294	1788512	5	1.70068027210884	289	0.0164382458714283	7398	11.015	45	9	270.12608871678	6056.115	54.061411	29.1	7398	Sapovirus GII.4 strain Hu/PE/2016/GII.4/Lima1873 ORF1 polyprotein and ORF2 protein genes, complete cds	1697442	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus GII.4	Sapovirus GII.4
VML1_Vienna_S152725_trimmed_host_filtered_mapped	MG012448.1	5041	2062	67.69	27.69	646	1788512	46	7.12074303405573	600	0.0361194109964037	7447	11.9	60	7	589.636949908639	5881.052	258.303273	135.019	7447	Sapovirus GII.5 strain Hu/GT/2014/GII.5/SantaRosa3812 ORF1 polyprotein and ORF2 protein genes, complete cds	1697443	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus GII.5	Sapovirus GII.5
VML1_Vienna_S152725_trimmed_host_filtered_mapped	MG950178.1	996	0	14.04	0	25	1788512	0	0	25	0.00139781002308064	7096	2.451	5	3	23.9474860360961	4900.771	6.892649	3.002	7096	Rhinovirus C56 strain USA/2016/CA-RGDS-1002, complete genome	2094116	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Rhinovirus C	rhinovirus C56	rhinovirus C56
VML1_Vienna_S152725_trimmed_host_filtered_mapped	MH355567.1	15577	1042	44.23	2.96	791	1788512	221	27.9393173198483	570	0.0442267091302714	35217	4.229	27	3	152.671387661074	34083.059	115.871887	351.016	35217	Human adenovirus 7 strain BJ/CHN/2018, complete genome	10519	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	Human adenovirus 7	Human adenovirus 7
VML1_Vienna_S152725_trimmed_host_filtered_mapped	MH698402.1	877	0	0.54	0	27	1788512	0	0	27	0.00150963482492709	162076	3.098	6	2	1.13234451606104	142257.609	1.429795	18.078	162076	Human betaherpesvirus 6B strain GTEX-OXRO_icihv6b, complete genome	32604	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Roseolovirus	Human betaherpesvirus 6B	unclassified Human betaherpesvirus 6B subspecies/strain	unclassified Human betaherpesvirus 6B strain
VML1_Vienna_S152725_trimmed_host_filtered_mapped	MK073887.1	1146	259	14.9	3.37	860	1788512	255	29.6511627906977	605	0.048084664793974	7691	55.492	540	4	760.062256582699	5538.957	623.116814	306.767	7691	Norovirus GI.3 isolate Hu/USA/2016/GI.Pd-GI.3/BayCity-0088 nonstructural polyprotein (ORF1), VP1 (ORF2), and VP2 (ORF3) genes, complete cds	647516	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GI.3	Norovirus GI.3
VML1_Vienna_S152725_trimmed_host_filtered_mapped	MK167031.1	1234	243	17.29	3.4	107	1788512	1	0.934579439252336	106	0.00598262689878514	7138	8.292	52	3	101.892158126079	5066.681	52.74701	23.754	7138	Rhinovirus A40 strain 7D5, complete genome	185908	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Rhinovirus A	rhinovirus A40	rhinovirus A40
VML1_Vienna_S152725_trimmed_host_filtered_mapped	MK250985.1	7002	4941	94.09	66.39	2735	1788512	575	21.0237659963437	2160	0.152920416525022	7442	31.949	276	19	2498.05037406448	5274.087	1660.883552	778.569	7442	Sapovirus GI isolate BRA/TO-66, complete genome	515176	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus GI	Sapovirus GI
VML1_Vienna_S152725_trimmed_host_filtered_mapped	MN116648.1	1971	519	22.57	5.94	169	1788512	47	27.810650887574	122	0.00944919575602512	8731	6.149	24	4	131.569808700727	6657.056	35.514337	21.013	8731	Rosavirus B strain rat08/rRoB/HUN, complete genome	1902501	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Rosavirus	Rosavirus B	unclassified Rosavirus B subspecies/strain	unclassified Rosavirus B strain
VML1_Vienna_S152725_trimmed_host_filtered_mapped	NC_001356.1	7392	3060	94.59	39.16	704	1788512	0	0	704	0.0393623302499508	7815	9.408	32	8	612.318249940601	5533.518	1145.116001	563.199	7815	Human papillomavirus - 1, complete genome	334203	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Mupapillomavirus	Mupapillomavirus 1	unclassified Mupapillomavirus 1 subspecies/strain	unclassified Mupapillomavirus 1 strain
VML1_Vienna_S152725_trimmed_host_filtered_mapped	NC_001526.4	1504	68	19.02	0.86	71	1788512	0	0	71	0.00396978046554902	7906	4.749	16	4	61.0428870466065	4847.8	117.193816	50.496	7906	Human papillomavirus type 16, complete genome	333760	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 9	Human papillomavirus type 16	Human papillomavirus type 16
VML1_Vienna_S152725_trimmed_host_filtered_mapped	NC_001716.2	6757	101	4.41	0.07	253	1788512	40	15.8102766798419	213	0.0141458374335761	153080	3.43	13	3	11.2340303921533	90073.608	23.744821	190.098	153080	Human herpesvirus 7, complete genome	10372	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Roseolovirus	Human betaherpesvirus 7	unclassified Human betaherpesvirus 7 subspecies/strain	unclassified Human betaherpesvirus 7 strain
VML1_Vienna_S152725_trimmed_host_filtered_mapped	NC_003266.2	1850	52	5.14	0.14	77	1788512	2	2.5974025974026	75	0.00430525487108837	35994	4.077	14	3	14.5409954883976	50408.571	5.40335	24.209	35994	Human adenovirus E, complete genome	130308	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus E	unclassified Human mastadenovirus E subspecies/strain	unclassified Human mastadenovirus E strain
VML1_Vienna_S152725_trimmed_host_filtered_mapped	NC_007455.1	4482	1211	84.58	22.85	306	1788512	0	0	306	0.017109194682507	5299	6.831	22	6	392.519316392633	3770.343	475.886811	159.476	5299	Primate bocaparvovirus 1 isolate st2, complete genome	1511871	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Primate bocaparvovirus 1	unclassified Primate bocaparvovirus 1 subspecies/strain	unclassified Primate bocaparvovirus 1 strain
VML1_Vienna_S152725_trimmed_host_filtered_mapped	NC_009334.1	49979	2179	28.93	1.26	7615	1788512	7099	93.2239001969796	516	0.425772933030363	172764	3.31	51	2	299.605777441117	245099.537	51.046859	1112.045	172764	Human herpesvirus 4, complete genome	12509	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Lymphocryptovirus	Human gammaherpesvirus 4	Human herpesvirus 4 type 2	Human herpesvirus 4 type 2
VML1_Vienna_S152725_trimmed_host_filtered_mapped	NC_012042.1	3965	3211	76.31	61.8	8598	1788512	1746	20.3070481507327	6852	0.480734823137893	5196	176.546	1052	115	11247.6508169558	3790.161	9801.163527	3301.765	5196	Human bocavirus 2c PK isolate PK-5510, complete genome	1511882	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Primate bocaparvovirus 2	Human bocavirus 2c PK	Human bocavirus 2c PK
VML1_Vienna_S152725_trimmed_host_filtered_mapped	NC_012564.1	5241	5231	99.98	99.79	10347	1788512	828	8.00231951290229	9519	0.578525612352615	5242	182.601	542	161	13416.8622003654	3773.974	13957.961485	4682.002	5242	Human bocavirus 3, complete genome	638313	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Primate bocaparvovirus 1	Human bocavirus 3	Human bocavirus 3
VML1_Vienna_S152725_trimmed_host_filtered_mapped	NC_039475.1	7257	6542	96.04	86.58	18435	1788512	44	0.238676430702468	18391	1.03074511101966	7556	249.357	3838	48	16583.8255077568	5353.218	18349.961217	8730.936	7556	Norovirus GII.17, complete genome	552592	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.17	Norovirus GII.17
VML1_Vienna_S152725_trimmed_host_filtered_mapped	NC_039476.1	7142	6068	94.77	80.52	6408	1788512	2508	39.1385767790262	3900	0.358286665116029	7536	60.593	857	31	5779.83100172494	5440.022	3728.433509	1802.76	7536	Norovirus GII.2 strain Env/CHN/2016/GII.P16-GII.2/BJSMQ, complete genome	490039	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.2	Norovirus GII.2
VML1_Vienna_S152725_trimmed_host_filtered_mapped	NC_039477.1	7515	7314	99.31	96.66	24079	1788512	3656	15.1833547904813	20423	1.34631470183035	7567	280.367	1673	141	21629.587627347	5478.256	22392.045038	10903.022	7567	Norovirus GII, complete genome	122929	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GII	Norovirus GII
VML1_Vienna_S152725_trimmed_host_filtered_mapped	NC_039897.1	3697	1923	47.73	24.83	1445	1788512	426	29.4809688581315	1019	0.0807934193340609	7745	29.011	252	10	1268.17723185559	5607.164	956.502687	476.695	7745	Norovirus GI/Hu/JP/2007/GI.P3_GI.3/Shimizu/KK2866, complete genome	1529909	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GI/Hu/JP/2007/GI.P3_GI.3/Shimizu/KK2866	Norovirus GI/Hu/JP/2007/GI.P3_GI.3/Shimizu/KK2866
VML1_Vienna_S152725_trimmed_host_filtered_mapped	NC_040876.1	2724	449	36.22	5.97	313	1788512	149	47.6038338658147	164	0.0175005814889696	7521	6.649	47	4	282.880021090276	5594.144	247.401869	123.012	7521	Norovirus GII.P7_GII.6, complete genome	122929	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GII	Norovirus GII
VML1_Vienna_S152725_trimmed_host_filtered_mapped	NC_044854.1	2893	969	37.61	12.6	748	1788512	138	18.4491978609626	610	0.0418224758905727	7693	21.08	216	3	660.905539905259	5732.995	532.44036	271.308	7693	Norovirus GI strain Hu/JP/2000/GI.6[PNA1]/WUG1, complete genome	122928	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GI	Norovirus GI
VML1_Vienna_S152725_trimmed_host_filtered_mapped	NC_045512.2	6652	756	22.25	2.53	318	1788512	0	0	318	0.0177801434935857	29903	4.759	35	3	72.2846172893152	21932.896	82.588413	161	29903	Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome	2697049	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Severe acute respiratory syndrome-related coronavirus	Severe acute respiratory syndrome coronavirus 2	Severe acute respiratory syndrome coronavirus 2
VML1_Vienna_S152725_trimmed_host_filtered_mapped	U31778.1	3772	90	48.63	1.16	155	1788512	0	0	155	0.00866642214309996	7757	4.025	16	3	135.822410423521	5997.576	128.873512	68.699	7757	Human papillomavirus type 20, complete genome	31547	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	human papillomavirus 20	human papillomavirus 20
VML1_Vienna_S152725_trimmed_host_filtered_mapped	U31779.1	2715	293	34.9	3.77	147	1788512	5	3.40136054421769	142	0.00821912293571416	7779	5.222	23	4	128.447924175777	5935.875	151.867744	80.124	7779	Human papillomavirus type 21, complete genome	31548	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	human papillomavirus 21	human papillomavirus 21
VML1_Vienna_S152725_trimmed_host_filtered_mapped	U31781.1	3593	0	49.06	0	144	1788512	1	0.694444444444444	143	0.00805138573294448	7324	3.883	9	4	133.643451509273	5363.209	162.241863	77.339	7324	Human papillomavirus type 23, complete genome	37955	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus 23	Human papillomavirus 23
VML1_Vienna_S152725_trimmed_host_filtered_mapped	U31786.1	1071	0	14.43	0	30	1788512	0	0	30	0.00167737202769677	7421	2.741	6	3	27.478457498257	5567.796	32.374519	16.021	7421	Human papillomavirus type 37, complete genome	37958	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus 37	Human papillomavirus 37
VML1_Vienna_S152725_trimmed_host_filtered_mapped	V01108.1	5040	5035	97.81	97.71	42558	1788512	0	0	42558	2.37951995849063	5153	838.03	3475	718	56137.6973234912	3340.612	74660.383779	22168.028	5153	Human BK virus (strain Dunlop) genome. (Closely related to SV40.)	1891762	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Betapolyomavirus	Betapolyomavirus hominis	unclassified Betapolyomavirus hominis subspecies/strain	unclassified Betapolyomavirus hominis strain
